"","id","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","Name","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"
"5708","FIBP",4,0.89091,0.86364,0.96551,17019,0,0.76713,0.0032985,0.0094335,0.748856,201,3,0.76713,"ENSG00000172500.8",35.3694
"5709","FICD",4,0.044673,0.082794,0.76863,2051,3,-0.4524,0.9771,0.98527,0.999927,18669,0,-0.4524,"ENSG00000198855.2",2.40451
"5710","FIG4",4,0.79016,0.73664,0.932695,15082,0,-0.0019137,0.01657,0.044389,0.949041,871,1,-0.0019137,"ENSG00000112367.6",4.4368
"5711","FIGF",4,0.027551,0.05805,0.728574,1358,2,-0.2358,0.18675,0.29844,0.998902,5713,1,-0.2358,"ENSG00000165197.4",0.027009
"5712","FIGLA",4,0.13173,0.21737,0.820598,4544,2,-0.064166,0.31585,0.47309,0.999927,8584,2,-0.064166,"ENSG00000183733.6",0
"5713","FIGN",4,0.36621,0.42105,0.872458,9192,1,-0.15827,0.90857,0.92654,0.999927,17349,0,-0.15827,"ENSG00000182263.9",0.005849
"5714","FIGNL1",4,0.24685,0.31122,0.83081,7106,2,-0.39982,0.91151,0.92709,0.999927,17403,0,-0.39982,"ENSG00000132436.7",11.0019
"5715","FILIP1",4,0.0041477,0.0088197,0.563324,289,3,-0.80262,0.99124,0.99446,0.999927,18935,0,-0.80262,"ENSG00000118407.10",0.178441
"5716","FILIP1L",4,0.95614,0.9466,0.987983,18264,0,0.454,0.059378,0.14295,0.949041,2635,3,0.454,"ENSG00000168386.14",0.73535
"5717","FIP1L1",4,0.41451,0.45721,0.894736,9647,1,0.16014,0.63484,0.65586,0.999927,12358,1,0.16014,"ENSG00000145216.11",34.27
"5718","FIS1",4,0.061147,0.11733,0.820598,2677,2,-0.41848,0.37996,0.50503,0.999927,9259,1,-0.41848,"ENSG00000214253.4",35.9639
"5719","FITM1",4,0.2576,0.32203,0.83311,7349,1,0.12648,0.65635,0.68018,0.999927,12686,1,0.12648,"ENSG00000139914.6",0.0674386
"5720","FITM2",4,0.50274,0.51156,0.894736,10639,1,-0.017638,0.7517,0.76097,0.999927,14342,0,-0.017638,"ENSG00000197296.5",1.88118
"5721","FIZ1",4,0.82574,0.78076,0.941928,15810,0,0.041207,0.31732,0.47719,0.999927,8613,2,0.041207,"ENSG00000179943.6",1.8672
"5722","FJX1",4,0.3187,0.38772,0.85137,8672,1,-0.062445,0.40205,0.51778,0.999927,9492,1,-0.062445,"ENSG00000179431.5",0.318675
"5723","FKBP10",4,0.96488,0.95386,0.990037,18422,0,0.48637,0.042545,0.10321,0.949041,1953,3,0.48637,"ENSG00000141756.14",2.05555
"5724","FKBP11",4,0.037345,0.070641,0.743401,1772,2,-0.32378,0.88014,0.89659,0.999927,16777,0,-0.32378,"ENSG00000134285.6",1.80736
"5725","FKBP14",4,0.030318,0.063026,0.728574,1473,1,-0.024739,0.77689,0.79235,0.999927,14828,0,-0.024739,"ENSG00000106080.6",8.4404
"5726","FKBP15",4,0.90926,0.88004,0.967049,17376,0,0.26557,0.11046,0.21277,0.949041,3982,2,0.26557,"ENSG00000119321.4",6.05363
"5727","FKBP1A",4,0.38509,0.43751,0.887767,9362,1,-0.050224,0.86341,0.88024,0.999927,16463,0,-0.050224,"ENSG00000088832.10",63.4462
"5728","FKBP1B",4,0.50768,0.51319,0.894736,10707,1,-0.13159,0.60328,0.63599,0.999927,11886,1,-0.13159,"ENSG00000119782.9",0.66174
"5729","FKBP2",4,0.54535,0.53306,0.894736,11168,1,-0.0077782,0.030623,0.083217,0.949041,1483,1,-0.0077782,"ENSG00000173486.8",26.2356
"5730","FKBP3",4,0.11409,0.19798,0.820598,4135,1,0.059339,0.14861,0.24781,0.949041,4854,2,0.059339,"ENSG00000100442.6",46.6086
"5731","FKBP4",4,0.85572,0.81135,0.945438,16371,0,0.20493,0.24782,0.39653,0.999927,7052,2,0.20493,"ENSG00000004478.5",26.6497
"5732","FKBP5",4,0.97503,0.96865,0.994136,18617,0,0.18705,0.52078,0.58476,0.999927,10839,1,0.18705,"ENSG00000096060.10",21.1127
"5733","FKBP6",4,0.70414,0.65973,0.925563,13468,1,0.1187,0.66574,0.69005,0.999927,12838,1,0.1187,"ENSG00000077800.7",0.0035081
"5734","FKBP7",4,0.0079313,0.01903,0.664709,510,3,-0.64852,0.84292,0.84679,0.999927,16094,0,-0.64852,"ENSG00000079150.13",2.11726
"5735","FKBP8",4,0.48117,0.50003,0.894736,10392,1,0.20666,0.095295,0.19525,0.949041,3629,2,0.20666,"ENSG00000105701.11",95.8416
"5736","FKBP9",4,0.72899,0.6828,0.930807,13918,1,0.36365,0.11095,0.21277,0.949041,3996,2,0.36365,"ENSG00000122642.6",16.7579
"5737","FKBPL",4,0.019997,0.044921,0.728574,1046,2,-0.16629,0.27586,0.43298,0.999927,7674,2,-0.16629,"ENSG00000204315.3",8.24544
"5738","FKRP",4,0.97545,0.96865,0.994136,18627,0,0.55763,0.042575,0.10321,0.949041,1955,3,0.55763,"ENSG00000181027.6",5.08425
"5739","FKTN",4,0.016108,0.038967,0.728574,875,1,-0.052592,0.8376,0.83867,0.999927,15981,0,-0.052592,"ENSG00000106692.9",5.36783
"5740","FLAD1",4,0.22194,0.28771,0.820598,6576,1,-0.10436,0.92262,0.93812,0.999927,17602,0,-0.10436,"ENSG00000160688.14",8.7206
"5741","FLCN",4,0.72579,0.67954,0.930807,13854,1,0.18541,0.29188,0.45206,0.999927,8030,2,0.18541,"ENSG00000154803.8",13.0827
"5742","FLG",4,0.90329,0.87247,0.96551,17253,0,0.37143,0.033447,0.088395,0.949041,1594,3,0.37143,"ENSG00000143631.10",0.0027592
"5743","FLG2",4,0.025879,0.056739,0.728574,1296,2,-0.53066,0.80777,0.81257,0.999927,15392,0,-0.53066,"ENSG00000143520.6",0.001821
"5744","FLI1",4,0.28877,0.35513,0.838571,8038,1,-0.053429,0.29715,0.4577,0.999927,8147,1,-0.053429,"ENSG00000151702.12",0.020248
"5745","FLII",4,0.29516,0.36505,0.846967,8170,2,-0.18574,0.85335,0.86561,0.999927,16279,0,-0.18574,"ENSG00000177731.11",19.8491
"5746","FLNA",4,0.39353,0.44159,0.890406,9441,1,0.10027,0.18544,0.29748,0.998902,5685,2,0.10027,"ENSG00000196924.10",107.174
"5747","FLNB",4,0.89335,0.86726,0.96551,17055,0,0.3916,0.17661,0.28294,0.985483,5490,2,0.3916,"ENSG00000136068.10",24.5707
"5748","FLNC",4,0.99401,0.99308,0.999296,18984,0,0.44081,0.0059851,0.016257,0.748856,395,4,0.44081,"ENSG00000128591.11",61.8751
"5749","FLOT1",4,0.72935,0.6828,0.930807,13921,1,0.16249,0.31986,0.47976,0.999927,8671,2,0.16249,"ENSG00000137312.10",105.268
"5750","FLOT2",4,0.82133,0.77949,0.941928,15723,0,0.096377,0.21621,0.35267,0.999927,6356,2,0.096377,"ENSG00000132589.11",80.2721
"5751","FLRT1",4,0.53737,0.52804,0.894736,11081,1,-0.2328,0.88166,0.9002,0.999927,16805,0,-0.2328,"ENSG00000126500.3",0.481373
"5752","FLRT2",4,0.24788,0.31122,0.83081,7124,2,-0.10538,0.62391,0.65157,0.999927,12194,1,-0.10538,"ENSG00000185070.6",0.0047008
"5753","FLRT3",4,0.4358,0.47206,0.894736,9879,1,-0.017357,0.88715,0.9085,0.999927,16917,0,-0.017357,"ENSG00000125848.9",0.0016006
"5754","FLT1",4,0.096137,0.18031,0.820598,3742,2,-0.28657,0.98398,0.98976,0.999927,18798,0,-0.28657,"ENSG00000102755.6",0.0833602
"5755","FLT3",4,0.23525,0.29834,0.820598,6861,2,-0.18205,0.48038,0.56197,0.999927,10337,1,-0.18205,"ENSG00000122025.10",0.0019931
"5756","FLT3LG",4,0.82164,0.77949,0.941928,15731,0,0.055315,0.10005,0.20501,0.949041,3743,2,0.055315,"ENSG00000090554.8",2.2822
"5757","FLT4",4,0.85166,0.80436,0.943623,16293,0,0.58132,0.011328,0.032113,0.906381,642,3,0.58132,"ENSG00000037280.11",0.165403
"5758","FLVCR1",4,0.45636,0.48033,0.894736,10115,1,0.45946,0.11389,0.21526,0.949041,4059,2,0.45946,"ENSG00000162769.8",6.85132
"5759","FLVCR2",4,0.050944,0.099721,0.814067,2288,3,-0.40623,0.84518,0.8517,0.999927,16134,0,-0.40623,"ENSG00000119686.5",0.0400798
"5760","FLYWCH1",4,0.72305,0.67295,0.930787,13803,1,0.1687,0.17264,0.27499,0.965379,5409,2,0.1687,"ENSG00000059122.12",6.15539
"5761","FLYWCH2",4,0.10491,0.18994,0.820598,3942,2,-0.25934,0.14037,0.24206,0.949041,4672,1,-0.25934,"ENSG00000162076.8",22.2499
"5762","FMN1",4,0.067985,0.13078,0.820598,2958,2,-0.40852,0.25369,0.39924,0.999927,7201,1,-0.40852,"ENSG00000248905.4",0.0501424
"5763","FMN2",4,0.04165,0.076861,0.743401,1947,3,-0.67459,0.9677,0.97624,0.999927,18502,0,-0.67459,"ENSG00000155816.15",0.10359
"5764","FMNL1",4,0.095172,0.17657,0.820598,3723,1,-0.26062,0.31616,0.47575,0.999927,8593,1,-0.26062,"ENSG00000184922.9",15.6588
"5765","FMNL2",4,0.012041,0.031012,0.728574,700,1,0.030265,0.28447,0.44492,0.999927,7858,2,0.030265,"ENSG00000157827.15",0.252864
"5766","FMNL3",4,0.014205,0.036695,0.728574,796,1,-0.070652,0.4764,0.5591,0.999927,10293,1,-0.070652,"ENSG00000161791.9",4.08606
"5767","FMO1",4,0.35526,0.41616,0.865798,9096,1,-0.01826,0.70813,0.72412,0.999927,13554,1,-0.01826,"ENSG00000010932.11",0.0170429
"5768","FMO2",4,0.11336,0.19728,0.820598,4123,2,-0.16459,0.31291,0.47076,0.999927,8522,1,-0.16459,"ENSG00000094963.9",0.0030335
"5769","FMO3",4,0.15471,0.22602,0.820598,5038,2,-0.27268,0.98614,0.99112,0.999927,18837,0,-0.27268,"ENSG00000007933.8",0.0071965
"5770","FMO4",4,0.82395,0.78076,0.941928,15778,0,-0.0080337,0.015182,0.042755,0.949041,809,1,-0.0080337,"ENSG00000076258.5",0.409254
"5771","FMO5",4,0.57172,0.55092,0.894736,11527,1,0.14309,0.53922,0.59055,0.999927,11065,1,0.14309,"ENSG00000131781.8",0.147513
"5772","FMOD",4,0.14311,0.22041,0.820598,4784,1,-0.14507,0.26482,0.41758,0.999927,7443,1,-0.14507,"ENSG00000122176.10",0.100389
"5773","FMR1",4,0.25869,0.32203,0.83311,7371,1,0.24492,0.044109,0.10648,0.949041,2017,2,0.24492,"ENSG00000102081.9",7.74946
"5774","FMR1NB",4,0.5863,0.56229,0.894736,11711,1,-0.074548,0.43949,0.54632,0.999927,9893,1,-0.074548,"ENSG00000176988.4",4.64885
"5775","FN1",4,0.20823,0.27872,0.820598,6271,1,0.080991,0.77551,0.79235,0.999927,14797,0,0.080991,"ENSG00000115414.14",88.8147
"5776","FN3K",4,0.14276,0.22041,0.820598,4778,1,-0.080212,0.92666,0.94007,0.999927,17673,0,-0.080212,"ENSG00000167363.9",6.31036
"5777","FN3KRP",4,0.76167,0.71377,0.932695,14562,0,0.062848,0.45917,0.55628,0.999927,10092,1,0.062848,"ENSG00000141560.10",17.5494
"5778","FNBP1",4,0.87548,0.84662,0.96551,16736,0,0.094946,0.60727,0.63599,0.999927,11958,1,0.094946,"ENSG00000187239.12",3.9312
"5779","FNBP1L",4,0.5918,0.56389,0.894736,11784,1,-0.20392,0.53302,0.59055,0.999927,10981,1,-0.20392,"ENSG00000137942.12",2.69529
"5780","FNBP4",4,0.82963,0.78466,0.941928,15878,0,0.10001,0.096552,0.19606,0.949041,3657,2,0.10001,"ENSG00000109920.8",20.0322
"5781","FNDC1",4,0.98987,0.98851,0.999296,18882,0,0.42839,0.033096,0.088395,0.949041,1580,3,0.42839,"ENSG00000164694.12",0.0072721
"5782","FNDC3A",4,0.75181,0.7058,0.932695,14358,0,-0.18778,0.54947,0.59619,0.999927,11182,1,-0.18778,"ENSG00000102531.12",11.0779
"5783","FNDC3B",4,0.39444,0.44241,0.890664,9449,1,0.099721,0.25009,0.39653,0.999927,7104,1,0.099721,"ENSG00000075420.8",10.8018
"5784","FNDC4",4,0.96247,0.94973,0.987983,18374,0,0.10948,0.070994,0.16095,0.949041,3045,1,0.10948,"ENSG00000115226.5",3.39407
"5785","FNDC5",4,0.79701,0.75119,0.940999,15230,0,0.08185,0.21667,0.35267,0.999927,6368,1,0.08185,"ENSG00000160097.11",0.576926
"5786","FNDC7",4,0.84891,0.80315,0.943623,16237,0,-0.051767,0.12133,0.22674,0.949041,4235,1,-0.051767,"ENSG00000143107.4",0.017098
"5787","FNDC8",4,0.88399,0.85729,0.96551,16894,0,0.34226,0.027624,0.071916,0.949041,1360,3,0.34226,"ENSG00000073598.5",0.130542
"5788","FNDC9",4,0.10637,0.1906,0.820598,3976,1,-0.13337,0.20566,0.334,0.999927,6114,1,-0.13337,"ENSG00000172568.4",0.0727108
"5789","FNIP1",4,0.83683,0.78971,0.941928,16014,0,0.49821,0.059097,0.14295,0.949041,2622,3,0.49821,"ENSG00000217128.7",11.7824
"5790","FNIP2",4,0.92302,0.90013,0.97567,17636,0,0.080672,0.66914,0.69292,0.999927,12896,1,0.080672,"ENSG00000052795.8",6.51181
"5791","FNTA",4,0.0736,0.1434,0.820598,3176,1,-0.075052,0.37469,0.50503,0.999927,9201,1,-0.075052,"ENSG00000168522.8",16.1446
"5792","FNTB",4,0.26095,0.32505,0.834089,7422,1,0.13622,0.77681,0.79235,0.999927,14824,0,0.13622,"ENSG00000257365.3",5.96695
"5793","FOCAD",4,0.0069791,0.01488,0.595563,469,1,0.12398,0.31392,0.47194,0.999927,8543,2,0.12398,"ENSG00000188352.8",0.404706
"5794","FOLH1",4,0.055738,0.10677,0.814067,2473,1,0.0043808,0.26055,0.40832,0.999927,7351,2,0.0043808,"ENSG00000086205.12",0
"5795","FOLH1B",4,0.090617,0.17341,0.820598,3618,2,-0.19271,0.17614,0.28294,0.985483,5481,1,-0.19271,"ENSG00000134612.7",0
"5796","FOLR1",4,0.57619,0.55418,0.894736,11586,1,-0.16497,0.58392,0.61733,0.999927,11611,1,-0.16497,"ENSG00000110195.7",1.01667
"5797","FOLR2",4,0.031233,0.063431,0.728574,1515,2,-0.32526,0.81168,0.81491,0.999927,15460,0,-0.32526,"ENSG00000165457.9",0.0293541
"5798","FOLR3",4,0.0049728,0.010614,0.573181,350,4,-0.4779,0.99503,0.99693,0.999927,19010,0,-0.4779,"ENSG00000110203.4",0.0192148
"5799","FOPNL",4,0.075417,0.14679,0.820598,3240,2,-0.27466,0.076544,0.16639,0.949041,3191,1,-0.27466,"ENSG00000133393.8",54.4329
"5800","FOS",4,0.060165,0.11682,0.820598,2638,2,-0.35569,0.95254,0.96657,0.999927,18180,0,-0.35569,"ENSG00000170345.5",6.13163
"5801","FOSB",4,0.70135,0.65314,0.925563,13423,1,0.1623,0.74863,0.7582,0.999927,14284,0,0.1623,"ENSG00000125740.9",1.18632
"5802","FOSL1",4,0.82231,0.78076,0.941928,15751,0,-0.16528,0.87149,0.8898,0.999927,16616,0,-0.16528,"ENSG00000175592.4",5.0891
"5803","FOSL2",4,0.55818,0.54283,0.894736,11346,1,-0.014329,0.45714,0.55628,0.999927,10068,1,-0.014329,"ENSG00000075426.7",0.654641
"5804","FOXA1",4,0.76326,0.71537,0.932695,14593,0,0.085994,0.2289,0.36827,0.999927,6638,1,0.085994,"ENSG00000129514.4",0.772905
"5805","FOXA2",4,0.12383,0.20883,0.820598,4354,1,0.13965,0.16822,0.27407,0.965379,5303,2,0.13965,"ENSG00000125798.10",1.68187
"5806","FOXA3",4,0.85752,0.81135,0.945438,16406,0,-0.041511,0.22753,0.36443,0.999927,6605,1,-0.041511,"ENSG00000170608.2",3.0053
"5807","FOXB1",4,0.2825,0.35155,0.838571,7915,1,0.27969,0.13979,0.24115,0.949041,4655,2,0.27969,"ENSG00000171956.5",0.0249573
"5808","FOXB2",4,0.75023,0.7058,0.932695,14323,0,0.44429,0.016658,0.044389,0.949041,875,2,0.44429,"ENSG00000204612.1",0.0127902
"5809","FOXC1",4,0.58935,0.56229,0.894736,11750,1,0.080612,0.56334,0.60185,0.999927,11356,1,0.080612,"ENSG00000054598.5",0.0192798
"5810","FOXC2",4,0.75908,0.71061,0.932695,14508,0,-0.10207,0.2394,0.38525,0.999927,6873,1,-0.10207,"ENSG00000176692.4",0.054013
"5811","FOXD1",4,0.30974,0.38188,0.850105,8493,2,-0.70809,0.98353,0.98963,0.999927,18792,0,-0.70809,"ENSG00000251493.2",0.0710017
"5812","FOXD2",4,0.40012,0.44735,0.892686,9515,1,0.58481,0.01033,0.030532,0.906381,597,3,0.58481,"ENSG00000186564.5",2.17853
"5813","FOXD3",4,0.84657,0.80194,0.943623,16189,0,0.16094,0.24254,0.39277,0.999927,6941,2,0.16094,"ENSG00000187140.4",1.35888
"5814","FOXD4",4,0.066705,0.12835,0.820598,2899,3,-0.57402,0.68948,0.70276,0.999927,13222,1,-0.57402,"ENSG00000170122.4",0.571334
"5815","FOXD4L1",4,0.86126,0.81985,0.951957,16464,0,0.020103,0.58402,0.61733,0.999927,11615,1,0.020103,"ENSG00000184492.5",0.245038
"5816","FOXD4L3",3,0.077525,0.13074,0.820598,3291,2,-0.87244,0.6814,0.69535,0.999927,13079,0,-0.87244,"ENSG00000187559.4",0.0091456
"5817","FOXD4L4",4,0.72366,0.67295,0.930787,13820,1,0.72856,0.036499,0.093789,0.949041,1727,3,0.72856,"ENSG00000184659.4",0
"5818","FOXD4L5",4,0.82272,0.78076,0.941928,15759,0,0.36205,0.043056,0.104,0.949041,1971,2,0.36205,"ENSG00000204779.2",0.002672
"5819","FOXD4L6",4,0.78978,0.73664,0.932695,15074,0,-0.2558,0.23228,0.37383,0.999927,6708,1,-0.2558,"ENSG00000204793.4",0.006097
"5820","FOXE1",4,0.23577,0.29834,0.820598,6873,2,-0.40661,0.98396,0.98976,0.999927,18797,0,-0.40661,"ENSG00000178919.7",0.0072216
"5821","FOXE3",4,0.95121,0.93825,0.987047,18174,0,0.17965,0.14577,0.24385,0.949041,4787,1,0.17965,"ENSG00000186790.4",0.0041956
"5822","FOXF1",4,0.039873,0.076088,0.743401,1876,3,-0.71732,0.99014,0.99377,0.999927,18913,0,-0.71732,"ENSG00000103241.5",0.0064698
"5823","FOXF2",4,0.77545,0.72623,0.932695,14789,0,0.12211,0.069073,0.15867,0.949041,2976,2,0.12211,"ENSG00000137273.3",0
"5824","FOXG1",4,0.96639,0.9558,0.990037,18450,0,0.18257,0.53469,0.59055,0.999927,11002,1,0.18257,"ENSG00000176165.7",2.61221
"5825","FOXH1",4,0.035392,0.065601,0.728574,1686,1,0.077071,0.16473,0.26921,0.965379,5219,2,0.077071,"ENSG00000160973.7",7.6764
"5826","FOXI1",4,0.57333,0.55259,0.894736,11550,1,-0.00034143,0.74465,0.75542,0.999927,14216,0,-0.00034143,"ENSG00000168269.7",0.0215772
"5827","FOXI2",4,0.017979,0.042779,0.728574,963,3,-0.87149,0.92468,0.9391,0.999927,17640,0,-0.87149,"ENSG00000186766.7",0
"5828","FOXI3",4,0.089429,0.16964,0.820598,3591,2,-0.34476,0.29239,0.45508,0.999927,8043,1,-0.34476,"ENSG00000214336.3",0.0061994
"5829","FOXJ1",4,0.1638,0.24233,0.820598,5238,2,-0.35167,0.16256,0.2673,0.965379,5173,1,-0.35167,"ENSG00000129654.7",0.0883745
"5830","FOXJ2",4,0.21207,0.28174,0.820598,6344,1,0.16767,0.44255,0.54771,0.999927,9917,1,0.16767,"ENSG00000065970.4",3.43978
"5831","FOXJ3",4,0.32345,0.39511,0.857649,8764,1,-0.086219,0.72357,0.7355,0.999927,13823,1,-0.086219,"ENSG00000198815.4",11.9637
"5832","FOXK1",4,0.30529,0.37533,0.850105,8389,2,0.054001,0.66006,0.68442,0.999927,12748,1,0.054001,"ENSG00000164916.9",7.91799
"5833","FOXK2",4,0.97101,0.96368,0.993827,18530,0,0.27482,0.21391,0.34617,0.999927,6305,2,0.27482,"ENSG00000141568.15",16.3336
"5834","FOXL1",4,0.99023,0.98851,0.999296,18892,0,0.54041,0.090979,0.19366,0.949041,3525,2,0.54041,"ENSG00000176678.4",0.0304293
"5835","FOXL2",4,0.11946,0.20426,0.820598,4258,2,-0.16424,0.71871,0.73406,0.999927,13738,1,-0.16424,"ENSG00000183770.5",5.67293
"5836","FOXM1",4,0.81355,0.76899,0.941928,15579,0,0.12122,0.77284,0.78983,0.999927,14749,0,0.12122,"ENSG00000111206.8",16.3812
"5837","FOXN1",4,0.47998,0.49682,0.894736,10379,1,0.16752,0.61397,0.64595,0.999927,12047,1,0.16752,"ENSG00000109101.3",0.0159886
"5838","FOXN2",3,0.38694,0.38939,0.853577,9378,1,-0.12808,0.48473,0.50733,0.999927,10386,1,-0.12808,"ENSG00000170802.11",7.59334
"5839","FOXN3",4,0.80973,0.76492,0.941928,15502,0,-0.1467,0.91264,0.92766,0.999927,17426,0,-0.1467,"ENSG00000053254.11",0.435953
"5840","FOXN4",4,0.0046482,0.009908,0.565347,334,1,0.0002447,0.72937,0.74408,0.999927,13920,1,0.0002447,"ENSG00000139445.13",0.0167532
"5841","FOXO1",4,0.87204,0.83957,0.962476,16672,0,0.18501,0.36277,0.49802,0.999927,9088,1,0.18501,"ENSG00000150907.6",0.134379
"5842","FOXO3",4,0.50064,0.50991,0.894736,10613,1,0.17328,0.38214,0.50643,0.999927,9278,1,0.17328,"ENSG00000118689.10",5.68518
"5843","FOXO4",4,0.083923,0.16263,0.820598,3449,2,-0.29109,0.93046,0.94247,0.999927,17758,0,-0.29109,"ENSG00000184481.12",10.375
"5844","FOXO6",4,0.58812,0.56229,0.894736,11731,1,-0.06273,0.66647,0.69005,0.999927,12852,1,-0.06273,"ENSG00000204060.4",0.429563
"5845","FOXP1",4,0.0099126,0.027884,0.728574,600,3,-0.85243,0.53823,0.59055,0.999927,11050,1,-0.85243,"ENSG00000114861.14",1.83195
"5846","FOXP2",4,0.81352,0.76899,0.941928,15578,0,0.1206,0.56373,0.60185,0.999927,11361,1,0.1206,"ENSG00000128573.18",0.0010781
"5847","FOXP3",4,0.28614,0.35513,0.838571,7986,1,-0.10484,0.96188,0.97367,0.999927,18351,0,-0.10484,"ENSG00000049768.10",0.220457
"5848","FOXP4",4,0.22028,0.28771,0.820598,6543,2,-0.094842,0.6175,0.64596,0.999927,12100,1,-0.094842,"ENSG00000137166.10",9.82727
"5849","FOXQ1",4,0.11722,0.20183,0.820598,4206,2,-0.32393,0.29779,0.4577,0.999927,8166,1,-0.32393,"ENSG00000164379.4",0
"5850","FOXR1",4,0.91752,0.88964,0.970131,17527,0,0.08172,0.64939,0.67301,0.999927,12572,1,0.08172,"ENSG00000176302.8",0.033578
"5851","FOXR2",4,0.30538,0.37533,0.850105,8393,2,-0.25916,0.7885,0.7973,0.999927,15033,0,-0.25916,"ENSG00000189299.5",0.0893568
"5852","FOXRED1",4,0.10298,0.18536,0.820598,3899,2,-0.49412,0.94126,0.95374,0.999927,17954,0,-0.49412,"ENSG00000110074.6",24.8225
"5853","FOXRED2",4,0.58238,0.5574,0.894736,11656,1,-0.33244,0.61053,0.64027,0.999927,11997,1,-0.33244,"ENSG00000100350.10",7.05152
"5854","FOXS1",4,0.70042,0.64987,0.925563,13405,1,0.0854,0.79148,0.79851,0.999927,15092,0,0.0854,"ENSG00000179772.6",0.0063029
"5855","FPGS",4,0.74392,0.69935,0.932695,14196,0,0.15036,0.72198,0.7355,0.999927,13794,1,0.15036,"ENSG00000136877.10",11.3134
"5856","FPGT",4,0.23152,0.29742,0.820598,6775,2,-0.28965,0.95436,0.96806,0.999927,18212,0,-0.28965,"ENSG00000254685.2",8.8911
"5857","FPR1",4,0.026828,0.057824,0.728574,1332,3,-0.89572,0.78752,0.7973,0.999927,15013,0,-0.89572,"ENSG00000171051.4",0.105681
"5858","FPR2",4,0.20283,0.27782,0.820598,6149,1,-0.043688,0.19319,0.31291,0.999927,5851,1,-0.043688,"ENSG00000171049.8",0.0314327
"5859","FPR3",4,0.02134,0.046306,0.728574,1096,2,-0.31805,0.10143,0.20729,0.949041,3776,1,-0.31805,"ENSG00000187474.4",0.31167
"5860","FRA10AC1",4,0.10522,0.18994,0.820598,3949,1,0.06468,0.72872,0.74268,0.999927,13908,1,0.06468,"ENSG00000148690.10",3.81008
"5861","FRAS1",4,0.043565,0.081398,0.766466,2007,3,-0.63646,0.98612,0.99101,0.999927,18836,0,-0.63646,"ENSG00000138759.13",0.0511375
"5862","FRAT1",4,0.036961,0.070177,0.743401,1754,1,-0.14735,0.041606,0.10178,0.949041,1927,1,-0.14735,"ENSG00000165879.7",1.5574
"5863","FRAT2",4,0.096523,0.18031,0.820598,3750,2,0.12147,0.044022,0.10605,0.949041,2013,2,0.12147,"ENSG00000181274.5",7.48292
"5864","FREM1",4,0.11902,0.20426,0.820598,4243,1,0.14014,0.30208,0.461,0.999927,8270,2,0.14014,"ENSG00000164946.15",0.0327086
"5865","FREM2",4,0.46238,0.48363,0.894736,10182,1,-0.17028,0.59161,0.62448,0.999927,11726,1,-0.17028,"ENSG00000150893.9",0.0077648
"5866","FREM3",4,0.057033,0.11319,0.820598,2528,2,-0.25213,0.35834,0.49524,0.999927,9051,1,-0.25213,"ENSG00000183090.5",0.0024311
"5867","FRG1",4,0.91223,0.88244,0.968247,17422,0,0.37914,0.077664,0.16639,0.949041,3220,2,0.37914,"ENSG00000109536.7",27.9437
"5868","FRG2",4,0.23994,0.30131,0.820598,6952,2,-0.17108,0.53548,0.59055,0.999927,11012,1,-0.17108,"ENSG00000205097.2",0.0513522
"5869","FRG2B",4,0.0099516,0.027884,0.728574,603,1,-0.14584,0.12181,0.22674,0.949041,4247,1,-0.14584,"ENSG00000225899.3",0
"5870","FRG2C",4,0.073424,0.1434,0.820598,3170,3,-0.34321,0.3258,0.47976,0.999927,8760,1,-0.34321,"ENSG00000172969.3",0
"5871","FRK",4,0.30109,0.37016,0.846967,8308,2,-0.084777,0.41495,0.5235,0.999927,9629,1,-0.084777,"ENSG00000111816.6",0.178395
"5872","FRMD1",4,0.015598,0.037915,0.728574,853,2,-0.45803,0.30762,0.46592,0.999927,8399,2,-0.45803,"ENSG00000153303.12",0.0199118
"5873","FRMD3",4,0.80532,0.75948,0.941928,15410,0,-0.16614,0.574,0.6131,0.999927,11478,1,-0.16614,"ENSG00000172159.11",0.0483205
"5874","FRMD4A",4,0.24862,0.3131,0.83081,7140,2,-0.1334,0.22884,0.36827,0.999927,6636,1,-0.1334,"ENSG00000151474.15",0.586148
"5875","FRMD4B",4,0.11021,0.19447,0.820598,4048,1,0.29215,0.15571,0.2528,0.961465,5021,2,0.29215,"ENSG00000114541.10",0.113333
"5876","FRMD5",4,0.76769,0.72011,0.932695,14671,0,0.41703,0.071693,0.16288,0.949041,3068,2,0.41703,"ENSG00000171877.15",0.104111
"5877","FRMD6",4,0.23415,0.29834,0.820598,6831,2,-0.15724,0.35775,0.49524,0.999927,9043,1,-0.15724,"ENSG00000139926.11",0.153437
"5878","FRMD7",4,0.6375,0.5854,0.894736,12424,1,0.2547,0.068156,0.15815,0.949041,2944,3,0.2547,"ENSG00000165694.5",0.0074975
"5879","FRMD8",4,0.07387,0.1434,0.820598,3188,1,0.11984,0.16915,0.27407,0.965379,5327,1,0.11984,"ENSG00000126391.9",14.9601
"5880","FRMPD1",4,0.050044,0.094611,0.801281,2252,1,0.052149,0.031131,0.083818,0.949041,1506,1,0.052149,"ENSG00000070601.5",0.0098836
